employee_count_est,company_age_years,is_active,is_for_profit,cb_rank_log,has_funding,funding_total_usd,num_funding_rounds,active_tech_count,semrush_visits_latest_month,monthly_visits_growth,num_contacts,num_employee_profiles,num_news,num_investors,it_spend_usd,num_current_positions,has_news,news_count,active_hiring,recent_funding_event,web_visits_30d,email_engagement_score,crm_completeness_pct,days_since_last_contact,reply_rate_pct,deal_potential_usd,intent_score,lead_score,converted,country_code_enc,region_enc,industry_enc,employee_range_enc,ipo_status_enc,log_funding_total_usd,log_semrush_visits_latest_month,log_web_visits_30d,log_deal_potential_usd,log_it_spend_usd,log_num_contacts
175.0,34.0,1,1,13.742261140224135,1,0,1,3.0,1075.0,-0.385011442,5.0,0,3.0,1.0,195183.5,1.0,1,1,1,0,1092,54.9,37.9,166,24.6,121035,48.1,47.82,0,32,1,10,3,0,0.0,6.98100574072173,6.996681488176539,11.70384330098954,12.181700544070624,1.791759469228055
175.0,23.0,1,1,13.79678736786608,0,0,0,7.0,832.0,-0.120360248,1.0,0,3.0,1.0,1508144.0,1.0,0,0,1,0,842,22.9,31.8,70,14.4,164233,46.5,39.42,0,21,2,118,3,0,0.0,6.725033642166843,6.736966958001855,12.00904751912098,14.226390976773708,0.6931471805599453
175.0,10.0,1,1,12.068401266404084,1,7849646,1,4.0,3291.0,-0.120360248,5.0,1,3.0,1.0,195183.5,1.0,1,1,0,1,3295,19.6,46.5,361,8.22,97676,63.9,49.79,1,10,1,109,3,0,15.875979120594629,8.09925056179696,8.100464891029363,11.489421395782234,12.181700544070624,1.791759469228055
5.0,23.0,1,1,14.849599614266827,0,0,0,1.0,1587.5,-0.120360248,5.0,0,3.0,1.0,134095.0,1.0,0,0,0,0,1637,18.4,33.8,53,8.25,9298,27.3,24.56,0,8,2,169,0,0,0.0,7.370545453709571,7.401231264413015,9.137662146478196,11.806311240338689,1.791759469228055
5.0,7.0,1,1,12.15701369524099,1,500000,1,7.0,13169.0,0.043419697,2.0,0,3.0,1.0,240578.0,0.0,1,1,1,0,13171,50.2,38.3,244,16.73,34758,54.0,52.42,1,7,5,100,0,0,13.122365377402328,9.485696794737327,9.485848643496254,10.456193810265846,12.390803796917927,1.0986122886681098
30.0,9.0,1,1,14.97891102410322,0,0,0,7.0,1587.5,-0.120360248,5.0,0,3.0,1.0,195183.5,1.0,0,0,0,0,1651,10.3,36.0,349,5.45,28060,16.3,17.68,0,3,3,15,4,0,0.0,7.370545453709571,7.409741954080923,10.242135990940184,12.181700544070624,1.791759469228055
175.0,18.0,1,1,14.658864508495997,0,0,0,7.0,542.0,-0.120360248,5.0,1,3.0,1.0,195183.5,1.0,0,0,0,0,546,18.2,48.4,75,3.9,97717,25.6,24.41,0,49,1,121,3,0,0.0,6.297109319933935,6.304448802421981,11.489841058522854,12.181700544070624,1.791759469228055
5.0,31.0,1,1,14.903987658694197,0,0,0,3.0,1587.5,-0.120360248,5.0,0,3.0,1.0,166158.0,1.0,0,0,0,0,1593,24.9,58.4,34,0.96,32340,29.1,27.77,0,65,5,99,0,0,0.0,7.370545453709571,7.374001859350161,10.384091054112533,12.020700440236263,1.791759469228055
30.0,9.0,1,0,14.989203107864611,0,0,0,15.0,1587.5,-0.120360248,5.0,0,3.0,1.0,195183.5,1.0,0,0,0,0,1589,24.9,33.6,266,12.57,41640,25.9,21.97,0,66,5,21,9,0,0.0,7.370545453709571,7.371489295214277,10.636840537810375,12.181700544070624,1.791759469228055
5.0,14.0,1,1,14.831501817944046,0,0,0,3.0,702.0,-0.120360248,5.0,0,3.0,1.0,195183.5,1.0,0,0,0,0,711,23.1,29.2,316,0.0,35967,19.3,18.9,0,27,1,4,0,0,0.0,6.555356891810665,6.568077911411976,10.490384933253363,12.181700544070624,1.791759469228055
75.0,11.0,1,1,14.81384384264185,0,0,0,14.0,11.0,0.1,5.0,0,3.0,1.0,1043324.0,1.0,0,0,0,0,97,53.1,43.0,299,3.46,90065,26.1,24.23,0,4,2,76,8,0,0.0,2.4849066497880004,4.584967478670572,11.408298013888231,13.85792328659588,1.791759469228055
5.0,28.0,1,1,14.893147051443783,0,0,0,2.0,1587.5,-0.120360248,5.0,0,3.0,1.0,195183.5,1.0,0,0,0,0,1631,16.6,44.1,120,3.34,31593,26.9,24.2,0,30,1,15,0,0,0.0,7.370545453709571,7.397561535524052,10.360722508129042,12.181700544070624,1.791759469228055
5.0,4.0,1,1,14.810715607272934,0,0,0,5.0,1587.5,-0.120360248,5.0,1,3.0,1.0,195183.5,1.0,0,0,0,0,1674,22.8,45.7,323,9.27,17562,31.6,23.14,0,65,5,223,0,0,0.0,7.370545453709571,7.423568444259167,9.773549695421735,12.181700544070624,1.791759469228055
5.0,46.0,1,1,14.240873060119938,1,4000000,1,26.0,1587.5,-0.120360248,5.0,0,3.0,1.0,44087544.0,1.0,1,1,1,1,1631,44.9,40.4,24,36.18,2232250,76.8,70.03,1,65,5,133,0,0,15.201805169084134,7.370545453709571,7.397561535524052,14.61852105135786,17.6016878742234,1.791759469228055
30.0,5.0,1,1,14.791189194293928,0,0,0,2.0,1587.5,-0.120360248,1.0,0,3.0,1.0,14237.0,1.0,0,0,0,0,1591,11.5,39.2,159,3.87,22440,12.8,19.36,0,65,5,165,4,0,0.0,7.370545453709571,7.372746366404328,10.018644921923576,9.563669725663818,0.6931471805599453
30.0,21.0,1,1,14.408075234412085,0,0,0,3.0,436.0,-0.120360248,5.0,0,3.0,1.0,614604.0,1.0,0,0,1,0,448,24.2,46.9,83,15.96,49594,34.4,38.48,0,65,5,64,9,0,0.0,6.07993319509559,6.107022887742255,10.811645301180096,13.32873506401803,1.791759469228055
30.0,23.0,1,1,14.639367967907342,0,0,0,3.0,1587.5,-0.120360248,4.0,0,3.0,1.0,88768.0,1.0,0,0,0,1,1593,15.2,51.5,113,21.39,39170,39.2,42.05,0,65,5,25,4,0,0.0,7.370545453709571,7.374001859350161,10.575691956076149,11.393792768931888,1.6094379124341005
30.0,14.0,1,1,13.202454699280793,0,0,0,5.0,1587.5,-0.120360248,12.0,2,3.0,1.0,2429742.0,2.0,1,3,0,0,1735,23.6,34.0,222,10.27,147185,55.0,29.36,0,65,5,211,4,0,0.0,7.370545453709571,7.459338895220296,11.899452372058144,14.703296048406736,2.5649493574615367
30.0,14.0,1,1,14.876818615853018,0,0,0,14.0,520.0,-0.707865169,5.0,0,3.0,1.0,195183.5,1.0,0,0,0,0,523,48.5,41.0,165,10.16,39862,18.6,24.2,0,5,2,76,4,0,0.0,6.255750041753367,6.261491684321042,10.593203854356611,12.181700544070624,1.791759469228055
5.0,10.0,1,1,14.911516452937413,0,0,0,11.0,1587.5,-0.120360248,5.0,1,3.0,1.0,195183.5,1.0,0,0,0,0,1664,17.8,45.7,190,2.31,13692,33.7,24.87,0,64,2,169,0,0,0.0,7.370545453709571,7.417580402414544,9.524640032332234,12.181700544070624,1.791759469228055
30.0,14.0,1,1,14.685293997932114,0,0,0,14.0,1.0,-0.120360248,5.0,0,3.0,1.0,195183.5,1.0,0,0,0,0,77,20.8,36.7,174,7.19,27060,22.9,21.56,0,57,2,43,4,0,0.0,0.6931471805599453,4.356708826689592,10.205848855956967,12.181700544070624,1.791759469228055
5.0,13.0,1,1,10.774257769108472,1,29703535,7,7.0,1739.0,-0.932106403,5.0,4,1.0,14.0,195183.5,4.0,1,8,1,1,2051,44.4,57.8,0,31.92,12480,76.4,71.47,1,28,2,152,0,0,17.206776653925235,7.461640392208575,7.62657020629066,9.431962766918454,12.181700544070624,1.791759469228055
75.0,24.0,0,1,13.869772391875228,1,8413884,2,3.0,1587.5,-0.120360248,1.0,0,3.0,2.0,195183.5,1.0,1,3,0,1,1598,39.0,35.7,228,19.42,48545,54.1,41.15,0,7,5,93,8,0,15.945393875342504,7.370545453709571,7.377133712833954,10.790267081035894,12.181700544070624,0.6931471805599453
30.0,11.0,1,1,14.755401794100411,0,0,0,2.0,1587.5,-0.120360248,5.0,0,3.0,1.0,195183.5,1.0,0,0,1,0,1645,32.6,43.7,85,16.87,34514,62.9,45.46,1,28,2,76,4,0,0.0,7.370545453709571,7.406103381237015,10.449149291137577,12.181700544070624,1.791759469228055
30.0,14.0,1,1,14.75203362871693,0,0,0,6.0,1587.5,-0.120360248,5.0,1,3.0,1.0,17359.0,1.0,0,0,1,0,2203,42.8,48.4,61,15.1,22816,47.4,44.42,1,66,5,223,9,0,0.0,7.370545453709571,7.698029170272805,10.035261151145573,9.761923988214342,1.791759469228055
30.0,14.0,1,1,14.182188405631624,0,0,0,12.0,1587.5,-0.120360248,9.0,0,3.0,1.0,83577.0,1.0,0,0,1,0,1595,10.7,42.5,319,15.79,19864,44.1,36.74,0,65,5,165,4,0,0.0,7.370545453709571,7.375255778009754,9.8967146682487,11.333535606545942,2.302585092994046
75.0,16.0,1,1,14.886459726449676,0,0,0,17.0,1587.5,-0.120360248,5.0,0,3.0,1.0,25954.0,1.0,0,0,0,0,1589,1.1,29.2,205,0.0,59202,9.7,16.83,0,65,5,31,8,0,0.0,7.370545453709571,7.371489295214277,10.988727495263804,10.16411954826133,1.791759469228055
30.0,8.0,1,1,14.20163653134698,0,0,0,4.0,1587.5,-0.120360248,6.0,0,3.0,1.0,494050.0,1.0,0,0,0,1,1588,15.0,41.4,104,15.41,297418,36.9,41.16,0,65,5,71,4,0,0.0,7.370545453709571,7.370860166536716,12.60289719798835,13.110394029707692,1.9459101490553128
30.0,46.0,1,1,14.78760641061247,0,0,0,2.0,1448.0,-0.120360248,5.0,0,3.0,1.0,129393.0,1.0,0,0,0,0,1506,31.0,52.2,317,9.09,22239,32.4,24.62,0,21,2,132,4,0,0.0,7.278628942320682,7.317876198626496,10.009647748364518,11.770617292122292,1.791759469228055
5.0,6.0,1,1,14.878346435056477,0,0,0,1.0,1587.5,-0.120360248,5.0,0,3.0,1.0,195183.5,1.0,0,0,0,0,1588,4.3,41.3,290,0.0,14448,19.6,18.93,0,46,2,4,0,0,0.0,7.370545453709571,7.370860166536716,9.57838048699361,12.181700544070624,1.791759469228055
30.0,22.0,1,1,14.851363364288666,0,0,0,8.0,894.0,-0.194594595,5.0,1,3.0,1.0,195183.5,1.0,0,0,0,0,905,0.0,37.2,249,7.35,25932,29.0,20.21,0,13,2,90,4,0,0.0,6.796823718274855,6.80903930604298,10.16327156794533,12.181700544070624,1.791759469228055
175.0,31.0,1,1,14.016361873477278,0,0,0,10.0,1587.5,-0.120360248,5.0,1,3.0,1.0,84868.0,1.0,0,0,0,1,1626,25.7,51.4,12,19.59,94328,50.0,46.79,1,65,5,136,3,0,0.0,7.370545453709571,7.394493107219038,11.454543950506396,11.348864170167785,1.791759469228055
5.0,17.0,1,1,14.935884338413896,0,0,0,1.0,1587.5,-0.120360248,5.0,0,3.0,1.0,109984.0,1.0,0,0,0,0,1614,22.4,41.4,162,10.15,12494,32.1,25.02,0,65,5,76,0,0,0.0,7.370545453709571,7.387090235656757,9.433083843269053,11.608099271839825,1.791759469228055
5.0,13.0,1,1,14.292690252552784,0,0,0,1.0,1587.5,-0.120360248,5.0,0,3.0,1.0,195183.5,1.0,0,0,1,0,1625,19.1,39.9,42,18.24,13306,58.1,43.42,1,19,2,226,0,0,0.0,7.370545453709571,7.3938782901077555,9.496045491543745,12.181700544070624,1.791759469228055
30.0,19.0,1,1,13.715619501949368,0,0,0,2.0,1587.5,-0.120360248,5.0,2,3.0,1.0,195183.5,2.0,0,0,0,0,1615,10.1,45.2,110,2.73,26726,20.7,22.53,0,0,1,16,4,0,0.0,7.370545453709571,7.38770923908104,10.193429569388751,12.181700544070624,1.791759469228055
75.0,19.0,1,1,13.873027296487152,0,0,0,10.0,1587.5,-0.120360248,9.0,0,3.0,1.0,56144.0,1.0,0,0,0,0,1724,10.3,53.4,204,3.88,43704,52.5,28.9,0,65,5,114,8,0,0.0,7.370545453709571,7.45298232946546,10.685217791014589,10.935692909006638,2.302585092994046
30.0,14.0,1,1,14.79697985610341,0,0,0,3.0,1587.5,-0.120360248,5.0,1,3.0,1.0,89580.0,1.0,0,0,0,0,1592,21.1,63.1,255,0.0,25526,7.6,20.44,0,65,5,6,9,0,0.0,7.370545453709571,7.373374309910049,10.147491994517669,11.402898522905057,1.791759469228055
30.0,34.0,1,1,14.240038804327709,0,0,0,1.0,1587.5,-0.120360248,5.0,0,3.0,1.0,127428.0,1.0,0,0,0,0,1594,13.7,50.6,306,4.35,48267,16.1,19.7,0,65,5,204,9,0,0.0,7.370545453709571,7.374629015218945,10.784524094193491,11.755314625729875,1.791759469228055
5.0,22.0,1,1,13.69059451781119,0,0,0,5.0,1587.5,-0.120360248,5.0,0,3.0,1.0,195183.5,1.0,0,0,0,0,1593,24.9,53.3,143,0.0,15176,13.3,22.71,0,58,1,76,0,0,0.0,7.370545453709571,7.374001859350161,9.627536402960043,12.181700544070624,1.791759469228055
30.0,14.0,1,1,14.817860446943904,0,0,0,7.0,90444.0,5.0,5.0,0,3.0,1.0,195183.5,1.0,0,0,0,0,90513,1.5,40.0,145,3.91,26042,42.8,30.22,0,66,5,109,9,0,0.0,11.412497210135736,11.4132598138564,10.167504297059915,12.181700544070624,1.791759469228055
75.0,14.0,1,1,13.549509086873083,0,0,0,3.0,570.0,-0.120360248,10.0,2,3.0,1.0,327934.0,2.0,0,0,1,0,647,21.4,39.8,300,11.81,62368,28.2,34.24,0,65,5,140,8,0,0.0,6.3473892096560105,6.473890696352274,11.040823636042266,12.70057069699616,2.3978952727983707
30.0,14.0,1,1,14.599748118392142,0,0,0,5.0,1587.5,-0.120360248,9.0,0,3.0,1.0,275176.0,1.0,0,0,1,0,1627,18.7,47.7,163,10.62,34191,37.6,38.81,0,65,5,117,4,0,0.0,7.370545453709571,7.395107546562485,10.43974697755893,12.525169805967296,2.302585092994046
75.0,15.0,1,1,14.89866735682738,0,0,0,3.0,246.0,-0.120360248,5.0,0,3.0,1.0,195183.5,1.0,0,0,1,0,364,27.4,44.9,168,20.94,49491,25.5,35.65,0,20,2,172,8,0,0.0,5.5093883366279774,5.899897353582492,10.809566319333866,12.181700544070624,1.791759469228055
5.0,14.0,1,1,14.559500556462488,0,0,0,6.0,410.0,-0.120360248,5.0,2,3.0,1.0,94133.0,2.0,0,0,1,0,413,24.6,35.4,297,8.62,13377,45.2,36.81,0,65,5,186,0,0,0.0,6.018593214496234,6.025865973825314,9.501366845678351,11.452474578061013,1.791759469228055
30.0,32.0,1,1,14.93811244794058,0,0,0,2.0,1587.5,-0.120360248,5.0,0,3.0,1.0,188499.0,1.0,0,0,0,0,1832,28.0,42.6,232,0.18,26102,28.1,24.05,0,21,2,57,4,0,0.0,7.370545453709571,7.513709247839705,10.169805529234134,12.146853285870202,1.791759469228055
5.0,14.0,1,1,14.544023434484014,0,0,0,4.0,1587.5,-0.120360248,2.0,0,3.0,1.0,97623.0,1.0,0,0,1,1,1784,11.4,44.8,270,26.51,8726,61.0,55.18,1,65,5,76,0,0,0.0,7.370545453709571,7.487173694213739,9.074176947163313,11.488878643811676,1.0986122886681098
30.0,24.0,1,1,13.603110339825443,0,0,0,15.0,1140.0,-0.120360248,16.0,0,3.0,1.0,862230.0,1.0,0,0,0,0,1200,25.5,55.7,59,2.59,58284,27.3,28.22,0,65,5,44,4,0,0.0,7.039660349862076,7.090909822079984,10.973100049353931,13.667278495183734,2.833213344056216
175.0,30.0,1,1,14.315749944731635,0,0,0,20.0,5446.0,1.023031204,5.0,0,3.0,1.0,195183.5,1.0,0,0,0,0,5736,40.6,48.0,295,0.62,99081,33.0,28.2,0,3,3,45,3,0,0.0,8.602820277383675,8.654691704601872,11.503703069108086,12.181700544070624,1.791759469228055
5.0,13.0,1,1,11.731707518766957,1,223312,1,30.0,1587.5,-0.120360248,5.0,1,3.0,1.0,195183.5,1.0,1,1,1,0,1589,68.6,46.3,234,13.2,12471,52.5,50.11,0,55,2,4,0,0,12.316329653778093,7.370545453709571,7.371489295214277,9.431241410737613,12.181700544070624,1.791759469228055
175.0,10.0,1,1,11.62246125203853,1,9477372,4,9.0,1587.5,-0.120360248,5.0,1,3.0,3.0,383786.0,1.0,1,4,1,0,1596,40.2,39.9,164,16.51,107831,49.2,47.06,0,10,1,112,3,0,16.064417726124574,7.370545453709571,7.375882148215011,11.588329739418104,12.85784299017384,1.791759469228055
5.0,11.0,1,1,13.63779796356664,1,50000,3,4.0,1587.5,-0.120360248,5.0,0,3.0,1.0,195183.5,1.0,1,3,1,1,1594,48.2,39.9,193,33.35,19368,64.5,65.52,1,65,5,15,0,0,10.819798284210286,7.370545453709571,7.374629015218945,9.87142912884224,12.181700544070624,1.791759469228055
175.0,14.0,1,1,13.823497576642156,0,0,0,17.0,365.0,-0.120360248,5.0,0,3.0,1.0,1173352.0,1.0,0,0,0,0,424,7.0,34.4,233,8.11,146479,29.2,20.65,0,47,2,76,3,0,0.0,5.902633333401366,6.052089168924417,11.894644179348392,13.975376020129335,1.791759469228055
30.0,6.0,1,1,14.406545275560855,0,0,0,17.0,231.0,-0.025316456,5.0,1,3.0,1.0,195183.5,1.0,0,0,1,0,235,11.1,58.3,182,5.46,27001,53.1,40.34,0,27,1,223,4,0,0.0,5.44673737166631,5.4638318050256105,10.203666216317192,12.181700544070624,1.791759469228055
30.0,14.0,1,1,13.948268901863612,0,0,0,2.0,1587.5,-0.120360248,5.0,1,3.0,1.0,460598.0,1.0,0,0,0,0,1650,28.4,44.1,332,6.9,41318,32.6,23.63,0,4,2,140,9,0,0.0,7.370545453709571,7.409136443920128,10.62907772158544,13.040283095285169,1.791759469228055
5.0,24.0,1,1,14.84551882810375,0,0,0,1.0,1587.5,-0.120360248,5.0,0,3.0,1.0,25052.0,1.0,0,0,0,0,1744,19.9,42.2,231,7.21,5836,28.4,23.23,0,8,2,169,0,0,0.0,7.370545453709571,7.464509834636527,8.671972245203792,10.12874885982134,1.791759469228055
30.0,27.0,1,1,13.591464099151745,0,0,0,15.0,1513.0,-0.083030303,2.0,1,3.0,1.0,195183.5,1.0,0,0,0,0,1569,36.8,34.2,360,1.69,26207,15.5,19.41,0,68,0,4,4,0,0.0,7.322510433997394,7.358830898342354,10.173819986652797,12.181700544070624,1.0986122886681098
30.0,16.0,1,1,13.998177888305,0,0,0,22.0,1752.0,-0.120360248,5.0,0,3.0,1.0,58734.0,1.0,0,0,0,0,1782,11.3,67.5,106,13.34,22793,15.9,23.63,0,65,5,45,4,0,0.0,7.469083884921234,7.48605261786314,10.03425262241568,10.980791080257989,1.791759469228055
30.0,14.0,1,1,14.416060974076544,0,0,0,46.0,1587.5,-0.120360248,5.0,0,3.0,1.0,425252.0,1.0,0,0,1,1,1592,40.2,35.4,222,35.44,42242,61.0,58.27,1,66,5,172,9,0,0.0,7.370545453709571,7.373374309910049,10.651193938585422,12.960439564906943,1.791759469228055
5.0,11.0,1,1,14.930594114112742,0,0,0,2.0,1587.5,-0.120360248,5.0,0,3.0,1.0,364928.0,1.0,0,0,0,0,1593,38.7,40.6,79,4.08,23734,9.9,23.27,0,20,2,4,0,0,0.0,7.370545453709571,7.374001859350161,10.074706030985418,12.807458093095107,1.791759469228055
5.0,14.0,1,1,14.787863614302944,0,0,0,11.0,1587.5,-0.120360248,5.0,0,3.0,1.0,89412.0,1.0,0,0,1,0,1718,39.2,47.3,233,12.02,8544,29.7,37.78,0,21,2,151,0,0,0.0,7.370545453709571,7.449498005382849,9.053101595549691,11.40102136446028,1.791759469228055
30.0,14.0,1,1,14.330081160535132,0,0,0,3.0,18139.0,-0.472366048,5.0,0,3.0,1.0,195183.5,1.0,0,0,1,0,18203,32.8,48.8,183,23.26,35665,42.2,45.42,1,33,1,127,9,0,0.0,9.805874723669127,9.809396629136533,10.48195313301246,12.181700544070624,1.791759469228055
5.0,32.0,1,1,13.733587667187068,0,0,0,8.0,103.0,-0.975940201,5.0,0,3.0,1.0,195183.5,1.0,0,0,0,0,121,20.1,51.7,184,4.9,12676,26.9,23.38,0,20,2,165,0,0,0.0,4.6443908991413725,4.804021044733257,9.447544606938727,12.181700544070624,1.791759469228055
5.0,11.0,1,0,14.147905206798097,1,0,1,7.0,1587.5,-0.120360248,1.0,0,3.0,1.0,35431.0,1.0,1,1,1,0,1598,29.3,55.3,133,15.43,12630,56.0,48.43,0,65,5,113,0,0,0.0,7.370545453709571,7.377133712833954,9.443909388773974,10.475370645603034,0.6931471805599453
30.0,12.0,1,1,13.648038204020525,0,0,0,10.0,346.0,-0.120360248,9.0,2,3.0,1.0,121395.0,2.0,0,0,1,0,346,43.6,51.2,219,15.36,26664,48.5,42.22,1,65,5,51,4,0,0.0,5.849324779946859,5.849324779946859,10.191107123034705,11.706813208135546,2.302585092994046
30.0,24.0,1,1,14.85852486174849,0,0,0,1.0,899.0,-0.120360248,5.0,0,3.0,1.0,289909.0,1.0,0,0,1,0,903,23.9,35.6,287,26.52,33513,42.0,36.55,0,20,2,140,4,0,0.0,6.802394763324311,6.806829360392176,10.41971854096067,12.57732580896815,1.791759469228055
5.0,16.0,1,1,14.043187816479026,0,0,0,6.0,335.0,-0.120360248,4.0,1,3.0,1.0,93207.0,1.0,0,0,1,0,688,35.0,41.1,363,13.92,10097,47.2,37.83,0,65,5,76,0,0,0.0,5.817111159963204,6.535241271013659,9.22009266341886,11.442588833899777,1.6094379124341005
5.0,13.0,1,1,14.904138838545478,0,0,0,8.0,1564.0,0.349439172,5.0,0,3.0,1.0,195183.5,1.0,0,0,1,0,1566,24.4,46.5,201,14.88,12434,38.3,38.31,0,3,3,1,0,0,0.0,7.355641102974253,7.356918242356021,9.428270356237505,12.181700544070624,1.791759469228055
15000.0,6.0,1,1,12.34124144686907,0,0,0,7.0,96987.0,-0.726549152,31.0,0,3.0,1.0,195183.5,1.0,0,0,0,0,97013,8.2,81.3,145,0.84,7533644,33.8,36.04,0,27,1,10,1,0,0.0,11.482342538492434,11.48261057696787,15.834889546400037,12.181700544070624,3.4657359027997265
30.0,27.0,1,1,13.449401250038571,0,0,0,32.0,235.0,5.0,3.0,0,3.0,1.0,1201411.0,1.0,0,0,0,0,326,49.4,31.2,323,3.05,85558,39.6,25.15,0,19,2,169,4,0,0.0,5.4638318050256105,5.7899601708972535,11.356961475423503,13.999008089695243,1.3862943611198906
30.0,14.0,1,1,14.685502659219877,0,0,0,14.0,1587.5,-0.120360248,5.0,0,3.0,1.0,195183.5,1.0,0,0,0,1,1590,21.5,53.6,126,14.84,25463,45.4,44.05,0,66,5,58,9,0,0.0,7.370545453709571,7.372118028337787,10.145020968961928,12.181700544070624,1.791759469228055
30.0,7.0,1,1,13.49244721890881,0,0,0,34.0,1587.5,-0.120360248,5.0,0,3.0,1.0,98560.0,1.0,0,0,1,0,1613,49.5,45.4,134,10.95,29232,48.8,43.77,1,20,2,8,4,0,0.0,7.370545453709571,7.3864708488298945,10.283053487118604,11.498430924819772,1.791759469228055
30.0,40.0,1,1,14.234278785883468,0,0,0,7.0,1587.5,-0.120360248,22.0,0,3.0,1.0,568500.0,1.0,0,0,0,0,1669,19.2,64.3,113,0.0,47382,35.2,30.24,0,65,5,26,4,0,0.0,7.370545453709571,7.4205789054108,10.76601879356392,13.250758351186132,3.1354942159291497
30.0,33.0,1,1,13.927228124687876,0,0,0,10.0,1587.5,-0.120360248,13.0,1,3.0,1.0,527342.0,1.0,0,0,0,0,1607,1.6,49.6,263,9.41,42610,27.0,22.31,0,65,5,71,4,0,0.0,7.370545453709571,7.382746449738912,10.659867714887898,13.175606469699908,2.6390573296152584
75.0,13.0,1,1,9.857443614034722,1,74608935,6,24.0,24253.0,-0.827339,23.0,5,257.0,15.0,855881.0,5.0,1,10,1,1,25737,58.9,51.7,63,30.78,98107,79.4,83.26,1,65,5,15,8,0,18.127770843523063,10.096336831216735,10.155723778053613,11.493824191667828,13.65988779515434,3.1780538303479458
30.0,39.0,1,1,14.743186234704991,0,0,0,3.0,72.0,-0.956730769,2.0,0,3.0,1.0,195183.5,1.0,0,0,0,0,73,14.1,47.6,134,6.2,26321,13.2,19.95,0,21,2,118,4,0,0.0,4.290459441148391,4.30406509320417,10.178160370394268,12.181700544070624,1.0986122886681098
